_id,content,date,source,title
197103,"6月1日下午，西安交通大学学习贯彻习近平新时代中国特色社会主义思想主题教育巡回指导组对前沿院党委主题教育开展情况进行督促指导，校党委常务副书记荣命哲及主题教育巡回指导组成员，前沿院领导班子成员、各党支部书记参会。会议由前沿院党委书记刘莹主持。
刘莹汇报了前沿院党委主题教育开展情况。一是在以学铸魂中筑牢根本，坚持落实“第一议题”制度，学深悟透把握理论精髓，充分利用红色教育资源、丰富学习形式，迅速掀起主题教育热潮。二是在调查研究中破解难题，用好“望远镜”“显微镜”，聚焦学院发展所需、改革所急、师生所忧领题调研，解决师生急难愁盼。三是在以学促干中助推发展，学院通过体制机制改革，以人才引领发展，打造基础研究、学科交叉和前沿技术产教融合的示范区。学院党委将持续引导党员干部学用结合、学以致用，驰而不息抓落实，把学习成效转化为干事创业的强大动力，做好为党育人、为国育才的时代答卷。
荣命哲充分肯定了前沿院党委主题教育开展情况，他指出，学校党委聚焦主题教育的重点内容和部署安排，采取巡回指导、随机抽查、调研访谈等方式，加强对二级单位党组织主题教育的督促指导，聚焦主题主线、坚持真督实导，确保增强指导工作的针对性、实效性，推动主题教育走深走实。前沿院承载着学校新一轮学科与人事改革探索的重任，在主题教育中必须扛牢当表率、做示范、走在前列的光荣使命。
荣命哲提出三点要求，一是深刻认识开展主题教育的重大意义。
坚持用马克思主义中国化时代化最新成果武装全党、指导实践、推动工作，是我们党创造历史、成就辉煌的一条重要经验。要以主题教育为指引，以党的创新理论统一思想、统一意志、统一行动，为新时代前沿院高质量发展凝聚磅礴力量。
二是开拓主题教育学习方法的新境界。
坚持学而思，在“学思想”上下功夫，做到学思用贯通、知信行统一；坚持学而信，在“强党性”上下功夫，不断增进对党的创新理论的政治认同、思想认同、理论认同、情感认同；坚持学而行，在“重实践”和“建新功”下功夫，从国际视野看交大、从国家战略看交大、跳出交大看交大，发现“真问题”，找到“真办法”，推动各项工作不断取得新的突破。
三是把主题教育成效体现到事业发展上。
坚持问题导向，敢于正视问题、善于发现问题，拿出过硬措施、管用招数，即知即改；坚持攻坚克难，勇于涉险滩、破难题，把调查研究成果转化为推进工作、战胜困难的实际成效；坚持系统观念，围绕“学科交叉的共同体、新兴学科的孵化器、人才引进的蓄水池、人事改革的试验田”，让主题教育结出丰硕成果，在高等教育事业发展的征程上勇攀高峰、不断前行。
聚焦“实验室安全隐患整改”专项调研，巡回指导组还对前沿院实验室安全隐患问题进行全方位专项检查，现场提出问题，现场记录，限时整改，着力将事故隐患化解于萌芽，防患于未然，并持续开展督查督办和跟踪问效。",2023-06-02 21:20,交大新闻网,【主题教育】学校主题教育巡回指导组对前沿院党委开展督促指导
197096,"6月2日，西安交大召开非学历教育工作专题会，校党委常委、副校长柴渭主持会议，校长助理黄忠德出席会议。政策法规办、财务处、国有资产处、继续教育管理处负责人，开展非学历教育工作相关学院的分管负责人参加会议。
会议就2023年非学历教育工作计划、工作进展及相关政策进行了交流讨论。继续教育管理处处长/干部教育培训基地管理办公室主任高彦介绍了2023年非学历教育工作计划及5月以来的工作情况，介绍了《西安交通大学非学历教育合同管理办法》《西安交通大学非学历教育结业证书管理办法》的修订起草情况。财务处副处长李军介绍了《西安交通大学非学历教育财务管理办法》。参会人员就三项制度进行了交流讨论。
黄忠德指出，非学历教育是学校人才培养的重要组成部分，一直以来学校不断给予大力的政策支持，希望通过财务管理、合同管理、结业证书管理这三个方面的制度建设，进一步规范办学流程，改善办学条件，提升办学质量。
柴渭表示，习近平总书记多次指出：“统筹职业教育、高等教育、继续教育协同创新，推进职普融通、产教融合、科教融汇，优化职业教育类型定位。”做好非学历教育，是学校贯彻落实党的二十大精神和习近平总书记重要讲话重要指示精神的具体体现。学校有关部门和办学单位要坚持把高质量摆在第一位，推动非学历教育内涵发展。
第一，要从贯彻落实党的二十大精神的高度出发，把开展非学历教育作为“统筹推进职业教育、高等教育、继续教育协同创新”的工作主线来思考谋划、推动落实。第二，要从非学历教育规律出发，把提高质量、规范管理作为重点任务来抓紧抓实、抓出成效。第三，要从学校、学院当前发展的实际需要出发，把增收节支、提高资源有偿使用效益作为重要机制来加强管理、强化落实。第四，要从未来发展趋势着眼，把“丝绸之路大学联盟”、对外开放办学作为新增长点来主动发力、务求实效。
据悉，自今年开学以来，学校各办学单位迅速进入状态，一边抢抓机遇，一边理顺机制，共同推动非学历教育扩大规模、提质增效。",2023-06-02 21:32,交大新闻网,西安交大召开非学历教育工作专题会，研究推动非学历教育高质量发展
197098,"为加强学院新闻宣传队伍建设、提高学院宣传工作能力与水平，6月2日下午，西安交大管理学院党委特邀请学校宣传部新闻中心记者李莉，以《中省媒体对党的二十大报道亮点与高校新闻写作经验分享》为题进行专题培训。管理学院党委书记马晓彬出席活动并讲话，学院党委副书记叶宁主持，全体行政工作人员及各支部宣传员参加。
马晓彬表示，宣传思想工作是党的一项极端重要的工作，要坚持学深悟透，推进宣传工作创新，深刻把握新形势下宣传工作的新要求、新特点，适应新变化，让宣传工作更具有创造力、感召力、影响力；要坚持学以致用，进一步提高宣传工作水平，切实做好重大主题宣传，精心做好舆论引导和对外宣传工作，坚持“量质并举”，做出“有深度、有分量、有影响”的宣传作品，更好地展示学院在人才培养、科学研究、社会服务、国际合作等方面的进步成果，彰显学院各项工作的社会价值和意义，为学院发展和学科建设营造良好的氛围和环境。
李莉首先以中省媒体对党的二十大报道为例，为大家展示了海报、短视频等多种宣传形式，并介绍了不同宣传形式的特点和优势。李莉表示，在对重大新闻活动进行宣传报道时，中省媒体通常会使用可视化形式呈现新闻内容，更加直观、形象，易接受。随后，李莉讲解了新闻稿撰写的要求，如时效性、准确性、真实性、客观性等；介绍了新闻稿的主要类型，详细阐释了“高校新闻”的特点，即高校新闻要有思想、有温度、有品质，要自觉承担起围绕中心、服务大局的使命和任务；撰写高校新闻时，应以重大主题和本校重点为关注点，遵循“同类新闻找亮点、会议新闻拎要点、活动新闻抓现场、励志新闻多阳光”的写作思路，并针对新闻采访技巧、新闻照片拍摄等话题进行了实用性技巧讲解，以具体的新闻为例，为大家详细讲解了如何写消息、如何写通讯。
李莉表示，新闻工作者要切实增强“四力”，即脚力是基础，眼力是关键，脑力是核心，笔力是落点。希望大家勤动笔、多练习，持之以恒，久久为功。",2023-06-02 21:36,交大新闻网,管理学院举办宣传工作业务能力提升专题培训
197100,"5月31日，在就创中组织下，西安交大机械学院党委副书记张敏、就创中心郭瑞老师带领机械、电信等学院的研究生走进西安飞行自动控制研究所参观交流。航空工业自控所人力资源部业务主管李永安和赵炜嫣接待了师生一行。
师生一行先后参观了航空工业自控所飞控、导航、电子三个展厅，同学们在近距离接触产品部件的全新视角下，感受到了研究所的历史文化与发展理念，体会到了“航空报国 航空强国”强烈的使命感和责任感，对一直默默奋战在科研一线的航空人肃然起敬，对航空工业的快速发展深感自豪。
在座谈会上，李永安向师生们详细介绍了研究所基本情况、人员结构、职业发展和招聘需求等，并指出航空工业自控所与西安交大都是有家国情怀的两个单位，双方一直在紧密合作，共同为我国兴军强国事业做出了突出贡献。大家就专业契合度、能力需求、职业规划等方面的问题踊跃进行了交流。
活动结束后，同学们纷纷表示此次参访活动收获颇丰，通过参观大家对科学家精神、航空报国精神有了更新的体会和深刻感悟，增强了今后科技报国的决心，激励着学生们积极书写更多“祖国不会忘记”的故事。
青年兴则国家兴，青年强则国家强。近年来就创中心多方位引导学生自觉将小我融入大我，选择到国家重点单位和领域去就业，先后举办“国防军工招聘月”、军工专场系列校园招聘会，同时邀请校友走进校园和在校生近距离交流，开展各类型就业育人指导活动，培育毕业生积极正向的就业价值观，确保实现更高质量的就业。",2023-06-02 21:42,交大新闻网,【访企拓岗促就业 “职”引未来名企行】
197104,"2023年5月30日，佛山市顺德区民政与人力资源社会保障局副局长钟旭辉带队，携顺德区院士创新中心、中国联塑集团控股有限公司、佛山市顺德区震德塑料机械有限公司、广东科凯达智能机器人有限公司、广东万家乐燃气具有限公司等企业负责人到访西安交通大学，开展“政、企、校”三方产学研交流活动。
西安交通大学科教院、学生就创中心、科研院、广东研究院与来自能动学院、机械学院、化工学院、电气学院、材料学院、人居学院、软件学院的18位教授，以及博士生代表共30多人参加了交流活动。
会议由科教院副院长李成福主持，他对顺德区一行表示欢迎，他表示，西安交通大学始终坚持服务国家战略需求和区域经济社会发展，首倡发起成立“丝绸之路大学联盟”与“一带一路”沿线国家和地区积极开展交流合作，希望此次交流能继续深化双方合作。同时，还进一步介绍了学校成果转化政策、“校招共用”优化引才模式、科教院“科学家+工程师”建设等相关情况。
钟旭辉对西安交通大学给予本次交流会的支持表示感谢，顺德区人社局一直助力企业招才引智，发挥政府的桥梁作用。本次活动采用了跨部门协作的方式，以科研项目合作带动高层次人才交流，以企业需求为核心，推动人才与产业有机结合，促进企业转型升级。
西安交通大学学生就业创新中心副主任沈人杰对学校人才招引和毕业生就业情况进行了介绍。顺德区院士创新中心副主任罗伟斌就顺德区科技政策进行了讲解，广东研究院院长邹建华也介绍了研究院基本情况并分享了产学研工作经验。
在顺德区各家企业代表分别介绍企业情况以及研发需求之后，各学院教师代表与企业针对具体研发需求，分组展开了细化与精准对接。
会前，经过科研院王一童与广东研究院沟通，将企业需求精准匹配到各学院教师，为本次活动上的精准对接奠定了基础。会后，广东研究院也将充分发挥地方研究院的作用，持续跟进校企双方合作进展。",2023-06-03 18:05,交大新闻网,深化校地合作，赋能企业发展—西安交通大学与佛山市顺德区产学研交流会成功举办
197106,"6月1日，西安交通大学党委副书记孙早围绕持续加强医学生教育管理、推进双院协同育人、提升理想信念教育成效等方面工作，调研西安交大二附院。
孙早对学生宿舍、教室、图书馆、临床技能培训中心、学生餐厅等区域走访调研，观摩了外科学课堂教学和诊断技能培训，并和同学们深入了解学习生活等各方面情况。
在交流座谈会中，西安交大二附院党委副书记滕文葆从学生情况、思政工作开展情况、存在问题和工作建议等方面对介绍了医院学生思政工作。西安交大副院长李小鹏以“岗位胜任、德医双修，培养扎根西部有情怀的卓越医生”为题介绍了临床教学工作。院党委书记刘昌从二附院以“把学生当作自己的孩子”为出发点，介绍了医院贯彻落实三全育人，积极探索路径方法，营造了爱院爱校、薪火相传的育人氛围。党委学工部、党委研工部、医学部党委负责同志分别围绕医学生培养机制改革、学生生活条件保障改善、研究生导师和思政队伍建设、基层党组织作用发挥、深入推进双院协同育人高效工作机制等方面进行了交流发言。
孙早肯定了西安交大二附院始终坚持做好人才培养、医疗、科研等工作，对二附院的学生思政工作成效给予充分认可，尤其是新冠肺炎疫情期间西安交大二附院对国家、社会和学校做出的贡献。他指出，根据学校党委要求，附属医院要持续深入推进主题教育，系统筹划、整合力量，将保障机制体制落在实处，进一步推进国家医学中心建设；要进一步强化医院学生管理工作，加强学生理想信念教育，营造积极向上的文化氛围，帮助学生树立远大理想和奋斗目标，推动学生思政工作高质量发展；要守正创新，积极行动，在学校医学管理体制改革中继续强化优化并赋能医院学生教育管理队伍，推动医学卓越人才培养工作再上新台阶。
党委学工部、党委研工部、医学部党委等单位负责同志，西安交大二附院学工部、教务部等相关职能科室负责人参加调研活动。",2023-06-03 18:07,交大新闻网,【主题教育】孙早调研第二附属医院
197030,"为进一步加强理论学习，促进互学共建，凝聚宣传思想文化工作的合力，推动主题教育走深走实，近日，西安交通大学党委宣传部积极开展联学共建，先后与西北工业大学党委宣传部、上海交通大学党委宣传部、同济大学党委宣传部开展主题教育联学活动，在交流中凝共识、聚合力、促发展，推动宣传思想文化工作再上新台阶。
凝聚合力 创新高校宣传思想文化工作新路径
5月23日，西安交大党委宣传部党支部与西工大党委宣传部党支部在中国西部科技创新港举行主题教育联学实践活动。西工大党委副书记、党委宣传部部长杨晓，西安交大党委常委、党委宣传部部长成进及两支部党员参加活动。会议由成进主持。
西安交大党委宣传部党支部张玥同志领学了习近平总书记在全国宣传思想工作会上的重要讲话等材料，西工大党委宣传部党支部陈仲昌同志领学了党的二十大报告《推进文化自信自强，铸就社会主义文化新辉煌》。
西安交大党委宣传部党支部朱萍萍同志和西工大党委宣传部党支部马西平同志结合理论学习和业务工作，围绕主题教育开展情况、党的二十大精神贯彻落实情况、新时代做好宣传思想工作等内容作重点发言。
杨晓表示，开展主题教育，对促进支部党员同志们创新思路、攻坚克难，提升业务水平具有重要的意义。希望两个党支部以此次联学实践活动为契机，在业务交流、高水平项目申报等方面密切合作，共同推动两高校宣传思想文化工作提质增效。
成进表示，开展主题教育，要坚持学思用贯通、知信行统一的根本任务，使全体党员保持进步活力，切实提升理论和业务工作水平。此次联学实践活动为两党支部深入交流合作提供契机，希望双方继续密切联系，共同探索高校宣传思想文化工作的创新路径。
座谈会前，杨晓一行参观了创新港数字展厅，调研了西安交通大学融媒体中心，详细了解创新港的战略定位、发展理念和发展现状，以及交大融媒体中心的建设理念、规划布局、发展规划等，并围绕科研体制创新、构建“大宣传”格局等进行交流。
传承弘扬西迁精神 为宣传思想文化工作注入新活力
5月26日，西安交通大学党委宣传部与上海交通大学党委宣传部开展“学习习近平新时代中国特色社会主义思想，传承弘扬西迁精神”主题教育联组学习交流。
上海交大党委宣传部一行到交大西迁博物馆参观学习，参观了交大西迁的创业历程和辉煌成就展，从“溯源”到“西迁”再到“致远”展厅，鲜活的实物展品、详实的图片图表、丰富的视频资料吸引了大家的目光，他们不时停下脚步仔细观看，认真听取工作人员讲解并详细交流。
双方还举办主题教育联组交流学习会。西安交大党委常委、宣传部部长成进，上海交大党委常委、宣传部部长胡昊以及双方党员代表参加会议。会议由西安交大党委宣传部副部长史瑞琼主持。
成进以《传承弘扬西迁精神，培养担当民族复兴大任的时代新人》为主题作主旨发言,介绍了西安交大在新时代传承和践行西迁精神的生动实践。西安交大坚持理论与实际、学习与实践、宏观与微观贯通，对标对表贯彻落实，完善体制机制，创新“上下联通”的工作推进体系。持续推进学科交叉融合、产教融合、科教融汇，构建产学研深度融合模式，探索人才“校招共用”新模式，服务区域经济社会发展。
胡昊领学了习近平总书记关于伟大建党精神的重要论述，并以《传承西迁精神，勇担时代使命》为题作主旨发言。他详细回顾了数千名交大人响应党的号召，坚定西迁的伟大历程，生动讲述了老一辈西迁人“向科学进军，建设大西北”的感人事迹，分层阐述了西迁精神与建党精神的时代内涵。
围绕新时代如何传承弘扬好西迁精神、做好高校宣传思想文化工作，上海交大党委宣传部曾玉竹、朱子劼，西安交大党委宣传部程洪莉、崔可嘉分别作主题发言。与会同志围绕主题教育、新闻宣传、文化建设等工作，分享典型案例、经验成效。
胡昊表示，20世纪50年代，一批交大人响应党的号召，“打起背包就出发”，从上海迁至西安，创造了中国高教史上的奇迹，也体现了一代代交大人的家国情怀和使命担当。
成进表示，西安交大将牢记习近平总书记来陕来校考察重要讲话精神，传承和弘扬“听党指挥跟党走”的西迁精神，为中国式现代化建设贡献交大智慧与力量。
守正创新
奋力开创宣传思想文化工作新局面
5月31日，同济大学党委副书记吴广明一行赴西安交通大学调研宣传思想文化工作。同济大学党委常委、宣传部部长端木怡雯，西安交大党委常委、宣传部部长成进参加座谈会。西安交大党委宣传部副部长梁辉主持。
成进和端木怡雯围绕新时代高校宣传思想文化工作的守正与创新，分别介绍了西安交大和同济大学宣传思想文化工作情况。成进表示，西安交大宣传思想文化战线始终坚持以习近平新时代中国特色社会主义思想为指引，深入学习宣传贯彻党的二十大精神，传承弘扬西迁精神，主动担当作为，聚力创新提升，自觉承担举旗帜、聚民心、育新人、兴文化、展形象使命任务，不断为学校事业高质量发展构筑强大思想根基和浓厚舆论氛围。端木怡雯表示，同济大学宣传思想战线紧扣中心大局，牢牢把握正确的舆论导向，扎实推进习近平新时代中国特色社会主义思想落地生根，为促进学校发展迈向新台阶提供了坚强思想保证和强大精神力量。
吴广明表示，调查研究是此次主题教育的鲜明特色，本次学习调研形式丰富、内容充实，西安交大宣传思想文化工作的很多经验做法对于同济大学进一步拓宽工作思路、创新工作方法、推动工作开展具有重要意义。希望两校持续加强互动交流、深化合作联动，为探索建设中国特色世界一流大学的宣传思想文化体系提供智慧和力量。
吴广明一行还参观了交大西迁博物馆、西安交通大学融媒体中心。",2023-06-01 22:05,交大新闻网,"联学交流，共话发展
【主题教育】西安交大党委宣传部与西工大、上海交大、同济大学三所高校党委宣传部开展主题教育联学实践活动"
197037,"5月27日，第十一届交通大学全球商界校友发展论坛在成都举行，来自五所交大海内外400余名商界校友汇聚蓉城，围绕“交通天下，共创未来”主题，共商合作，共谋发展。
交通大学全球商界校友发展论坛由上海交通大学、西安交通大学、西南交通大学、北京交通大学、阳明交通大学以及交通大学美洲校友会共同发起并轮流承办。自2003年起已举办了十届，成为五所交大以及全球交大人增进情谊、开拓创新、互助合作、共促发展的盛大平台。本届论坛由西南交通大学承办。
上海交通大学副校长张安胜，西安交通大学党委常委、副校长席光，西南交通大学党委书记王顺洪、校长杨丹，北京交通大学校长余祖俊、副校长高艳，阳明交通大学教务长陈永昇等出席论坛。论坛还邀请了中国工程院院士、上海交通大学黄震教授，中国科学院院士、西安交通大学管晓宏教授，中国工程院院士、西南交通大学丁荣军教授，中国工程院院士、北京交通大学张宏科教授和阳明交通大学终身荣誉教授毛治国等作主题演讲。西南交通大学党委副书记余敏明，党委常委、副校长沈火明分别主持开幕式及校长论坛。
在校长论坛上，杨丹、余祖俊、张安胜、席光、陈永昇分别作主题报告。
席光以《西安交通大学政产学研融合战略的思考与实践》为题，介绍了西安交通大学在政产学研融合方面的新战略、新举措。他指出，高校不仅承担着立德树人的教育使命，同时肩负着建强人才高地、推动科技自立自强的时代任务，西安交大始终坚持扎根西部、服务国家，为西部发展和国家建设作出了卓越贡献。面对第四次工业革命浪潮，传承西迁精神，整合资源，推动“学校、校友、地方”协同发展，推进政产学研深度融合，构建21世纪现代大学新形态，服务国家战略，是西安交通大学的答卷。他着重介绍了西安交大“产教融合、协同育人”创新工程，“一中心、一孵化、两围绕、一共享”的产学研深度融合新模式以及“四主体一联合”校企合作新模式，并向大家分享了西安交大携手地方政府、校友共同服务国家和地方经济高质量发展的典型案例。他表示，西安交大牢记习近平总书记殷殷嘱托，深入贯彻落实党的二十大精神，坚持“四个面向”，推进企业为主导的产学研深度融合，加快建设中国特色世界一流大学，为建设社会主义现代化强国贡献交大智慧和力量。
在主题演讲环节，管晓宏院士作“氢赋能零碳智慧能源系统与能源革命”的主题演讲，向大家介绍了非传统分布式能源系统结构，能源系统的经济效益、社会效益、应用场景和重大挑战。
在下午的论坛上，四川省西安交通大学校友会理事、1985级校友、环联巨能能源集团有限公司董事长姜志军作“政产学研用金深度融合——全钒液流电池储能系统产业发展的路径”的主题报告。
论坛期间，校友们先后参观了轨道交通运载系统全国重点实验室、交通隧道工程教育部重点实验室。一部分校友赴中铁产业园、北斗产业园参观考察。
当晚还举行了交通大学建校127周年校友联谊会，抒发了新时代背景下，交大人为祖国发展勇往直前的情怀。来自五所交通大学的校友们欢聚一堂，共庆交通大学建校127周年。",2023-06-02 08:15,交大新闻网,第十一届交通大学全球商界校友发展论坛召开
197029,"5月27日—28日，第十一届交通大学全球商界校友发展论坛在成都举行，西安交通大学党委常委、副校长席光出席论坛并作主题报告。期间，学校组织召开西安交通大学商界校友座谈会，座谈会主题为“弘扬西迁精神，促进产教融合，携手共创未来”，会议聚焦校企校地深入合作，为促进政产学研深入融合献计献策，旨在共商“校友+母校+地方”协同发展之大计。来自四川、西安、上海、福建、苏州、安徽、南京等地的50余位校友代表参会。
席光向长期以来关心、支持母校发展的校友们表示由衷的感谢，对各地校友会的工作给予肯定，并表示学校也将进一步加强校友工作，了解校友们的需求和对学校发展的建议，促进学校校友共同发展。他向校友们介绍了中国西部科技创新港的发展情况，重点介绍了学校坚持以国家战略需求为导向，加强企业主导的产学研深度融合，推动创新链产业链资金链人才链深度融合，积极推进“产教融合，协同育人”创新工程。他表示，2035年中国要建成教育强国、科技强国、人才强国，高等教育必须走在前列，学校下一步全面规划开展大学全球化发展2030计划。期望校友们继续关注和支持母校发展，进一步深化校企合作，推动产教深度融合，为国家社会经济发展贡献交大人的智慧和力量。
在交流环节，来自各地的商界校友代表纷纷发言，为母校产学研深度融合提出了独特的见解和建议，并期待未来加深交流合作，共同助力母校校友事业发展。大家一致表示，校友们为母校近年来的蓬勃发展感到自豪，将传承弘扬西迁精神，立足本职岗位，充分发挥自身优势，积极支持母校发展，为国家和区域经济社会发展作出更大贡献。
西安交通大学校友关系发展部、教育基金会等单位负责人参加了座谈。",2023-06-02 08:19,交大新闻网,西安交通大学举行商界校友座谈会
197061,"5月31日，米兰理工大学（Politecnico di Milano）副校长朱利亚诺·诺奇（Giuliano Noci）来访西安交通大学，西安交大校长王树国会见诺奇一行。双方就深化两校间合作关系、加强相关学科领域共同开展科学研究等方面进行了会谈。西安交大党委常务副书记荣命哲，党委常委、副校长席光，校长助理单文华，国际处、联合设计与创新学院负责人参加会见。
王树国对朱利亚诺·诺奇一行来访表示热烈欢迎。他指出，米兰理工大学是世界一流大学，很多学科的实力和水平都处在世界前沿，两校有着多年的深度合作关系，携手共建的联合设计与创新学院正在进行设计和建筑专业人才培养的新探索。西安交大正处在高质量发展阶段，希望未来两校能在更多的学科领域开展更广泛更深入的合作，也期待更多意大利的教授团队、企业来中国开展合作。
朱利亚诺·诺奇表示，西安交大是米兰理工大学重要的合作伙伴，两校十多年的合作交流增进了了解和友谊，非常高兴可以看到两校合作的联合设计与创新学院的发展已步入正轨，未来米兰理工大学会有更多的老师来到交大开展教学和科研合作。米兰理工大学正在建设新校区，推动校企合作，希望来自高校和企业的研究人员充分融合开展合作。他对两校未来更广泛更深入的合作充满希望。
荣命哲表示，米兰理工大学是西安交大的老朋友，在联合设计与创新学院的建设发展过程中，双方一直积极沟通，共同解决遇到的问题与困难，两校有非常美好的合作前景，在联合设计与创新学院的基础上期待两校更广阔的合作。
席光介绍了创新港的建设情况、平台发展及下一步发展规划，期待更多国内外高校与企业与西安交大开展合作。西安交大高度重视校企合作、产教融合，期待意方企业加入，希望两校能在新校区共建联合研究中心，实现两校产学研方面的合作。
单文华提议，两校在联合设计与创新学院的基础上继续深化合作，此次交流深入且富有成效，希望在此基础上通过互访签署新的战略合作备忘录来确定未来合作的方向和意向。
米兰理工大学创立于1863年，是米兰地区历史最悠久的大学，是意大利三所国立理工大学之一，学校所在地伦巴地区被视为欧洲最发达的工业区之一。学校IEEE、ACM等院士以及普利兹克奖教师云集，在建筑、设计和工程界享有盛名。作为意大利规模最大的科技类大学，米兰理工大学在建筑设计、工程技术、产品设计以及航空领域发挥着重要作用。西安交大与米兰理工大学的合作始于2009年，14年里双方在联合培养、科学研究、学科建设、师资培训等方面开展了全方位的合作，取得丰硕的合作成果。",2023-06-02 09:19,交大新闻网,米兰理工大学副校长朱利亚诺•诺奇来访西安交大
